Script,Sampling Frequency (Hz),Iteration,Execution Time (s),Peak Memory Usage (MiB),Average Memory Usage (MiB)
simulink,32373,19,19.990742921829224,2689.84375,2230.4385051169593
simulink,32373,20,20.61023187637329,2747.15625,2172.662336482558
simulink,32373,21,19.189216136932373,2788.234375,2231.5855891719743
simulink,32373,22,17.433642864227295,2729.15625,2157.696723090278
simulink,32373,23,17.914235830307007,2765.5625,2258.453228476821
simulink,32373,24,16.98302698135376,2756.484375,2225.577460106383
simulink,32373,25,15.798409223556519,2786.53125,2216.5190577651515
simulink,32373,26,15.17296290397644,2753.5625,2241.9747023809523
simulink,32373,27,17.203170776367188,2755.40625,2243.397306034483
simulink,32373,28,18.1562180519104,2747.90625,2177.890625
simulink,32373,29,18.226829767227173,2704.109375,2134.739650974026
simulink,32373,30,19.460659980773926,2654.34375,2258.8291603915663
simulink,32373,31,20.971445083618164,2747.859375,2078.1616964285713
simulink,32373,32,19.713308095932007,2718.203125,2196.8327752976193
simulink,32373,33,20.11515712738037,2752.34375,2233.472098214286
simulink,32373,34,19.487859964370728,2747.546875,2137.720813679245
simulink,32373,35,19.87848997116089,2704.578125,2185.7751116071427
simulink,32373,36,20.404667854309082,2734.3125,2127.7852022058823
